Tree Number,CWC,Intercept,Slope,MAE
2010,0.013970532195069897,0.08149254475082925,0.0001859770950711634,0.0010395523739729357
2382,4.2084000925232903e-13,0.053132138187120065,0.00022692276774682538,0.0016058275943410833
2381,0.02994129957203961,0.09147371196235667,0.00017491761265707087,0.0012582477059098942
2384,0.009333735076682163,0.049251587920666084,0.0001864347761434644,0.0010459740488576964
2383,0.04844713714453353,0.10829960466542772,0.00016931301173031307,0.0013233433219581342
2011,0.060567414598820174,0.08584485232284927,0.00019485151552510357,0.0010924796293433484
2367,0.01980541957608707,0.039713048655826845,0.00022555330155100373,0.0008509349977561504
2369,0.02497596569636188,0.048326107948490155,0.00024173038194620668,0.0008961605906108374
2366,0.006397004606821722,0.01949651565150354,0.00025048827597251355,0.0009873499188960393
2364,0.02151062051687398,0.0333729333331904,0.0002305902341844301,0.000945449604690397
2365,0.02151062051687398,0.0333729333331904,0.0002305902341844301,0.000945449604690397
2363,0.028093728234120027,0.046587589741884504,0.00021901457889355905,0.0007954093045144302
2362,0.016075240673327624,0.04230396508249898,0.0002493162310569026,0.0009372252754435331
2361,0.016075240673327624,0.04230396508249898,0.0002493162310569026,0.0009372252754435331
2360,0.016075240673327624,0.04230396508249898,0.0002493162310569026,0.0009372252754435331
2359,0.042005905316467015,0.02600809899680264,0.0002289611011072752,0.0008699987425962288
2358,0.03157901163222179,0.039561070206777585,0.0002476546432592018,0.001035815384211534
2357,0.03157901163222179,0.039561070206777585,0.0002476546432592018,0.001035815384211534
2356,0.042005905316467015,0.02600809899680264,0.0002289611011072752,0.0008699987425962288
2355,0.02588768958874284,0.02276902489336663,0.0002175501228910114,0.001051292916235492
2353,0.05137337608952353,0.03681700626672094,0.0002003221073691552,0.0010865503457281388
2352,0.038633553524734854,0.035010304620068766,0.00019716035717279445,0.000941963179650841
2354,0.043457481685777115,0.044881934300030325,0.00018360633704729622,0.0008577367392205263
2377,0.01577000594047386,0.023480552282152775,0.00018840161193322833,0.0007121909230920389
2378,9.958041748801324e-09,0.03305699902074431,0.00020602657720499072,0.0008519948937581631
2379,0.022899143877398383,0.07285586114936247,0.00019729008127374436,0.0011620836724079726
2380,0.0640081242650788,0.07085391701015648,0.0001959977199475997,0.0013670999444404448
2337,0.0024926936590131273,0.022279908855433617,0.00023782291727072276,0.0010236429072501742
2339,0.0024926936590131273,0.022279908855433617,0.00023782291727072276,0.0010236429072501742
2342,2.49863302794054e-10,1.8202549742207797e-07,0.00026134673887078387,0.00207760493279966
2340,0.0024926936590131273,0.022279908855433617,0.00023782291727072276,0.0010236429072501742
2338,1.728335175099624e-06,0.02625878968976771,0.000245578516932264,0.0011605187670393697
2341,4.3425262959274457e-07,0.021149177176170625,0.00024938244525537275,0.0010803682315424408
2343,0.019524073138102494,0.051528312085473725,0.0001923705654412995,0.0011109542760865333
2344,8.424984985133739e-13,9.982349144611348e-06,0.000259919326629651,0.0013172705599274416
2346,2.8795393329830564e-09,0.01681479899518033,0.000294931233417196,0.0012057710307128836
2347,1.974842297172085e-10,5.964272613500309e-06,0.0002814531759113473,0.0015590140125042735
2348,1.974842297172085e-10,5.964272613500309e-06,0.0002814531759113473,0.0015590140125042735
2349,0.0037460328305969582,0.02930948912149054,0.00021403954522440232,0.000854039029417194
2350,0.007092582519466096,0.03783636511595597,0.00021380529670881796,0.000801149030777725
2351,0.007092582519466096,0.03783636511595597,0.00021380529670881796,0.000801149030777725
2009,0.010596084746653384,0.021561487916650263,0.0002599168097292374,0.0010098174373447128
2375,5.6489009901144486e-12,0.007886291859703881,0.00027086807579394237,0.0012515944100114857
2370,3.8223794556304485e-10,7.131888819672007e-07,0.00023108155187046814,0.0012667349969513193
2374,5.112980467165305e-15,0.002661314091811455,0.00025679380248414837,0.0016158782361291497
