Tree Number,CWC,Intercept,Slope,MAE
2010,0.0851987415379606,0.09467039545681705,0.00017894761888518867,0.0011632453112967946
2382,0.0949215140694945,0.09479478955173397,0.00015536917986158744,0.001322526787658829
2381,0.06877952858057149,0.09821869103517555,0.00016652290337884333,0.001209668131158185
2384,0.0762581556528104,0.07359517430123484,0.0001778095163355982,0.0010916482389009454
2383,0.07468876284003219,0.08241363050995712,0.0001400188045049927,0.0011828770733801543
2011,0.0991305800036305,0.1004988760794216,0.0001734183773906778,0.0011029822968241885
2367,0.07293172102712345,0.06976525118056766,0.00020293812459430083,0.0009325760212375203
2369,0.09880359832867398,0.08064889176201495,0.00021142812030918614,0.0009412151360800869
2366,0.05839489262421257,0.04466355629439121,0.00021103479556632148,0.0008841135255397159
2364,0.061862780245875056,0.051497298457032846,0.0002022748103660743,0.0009694547328632807
2365,0.061862780245875056,0.051497298457032846,0.0002022748103660743,0.0009694547328632807
2363,0.08044302628143973,0.057647718930052855,0.00019107909295771705,0.0010591927519893823
2362,0.09558699797250825,0.09934809557733343,0.00018768198016592258,0.00101238595827904
2361,0.09558699797250825,0.09934809557733343,0.00018768198016592258,0.00101238595827904
2360,0.09558699797250825,0.09934809557733343,0.00018768198016592258,0.00101238595827904
2359,0.12683435981939328,0.06146680211740469,0.00020905825215617658,0.0010908576578546015
2358,0.12250382358610422,0.08138135019746641,0.00019443824340349643,0.001106739780167518
2357,0.12250382358610422,0.08138135019746641,0.00019443824340349643,0.001106739780167518
2356,0.10770881665244365,0.054083804689393646,0.00020207021010850893,0.0010579917774189277
2355,0.10192853920994888,0.06238488263772271,0.00018392136059204887,0.0012284617864841887
2353,0.09065996466787946,0.04836576998463153,0.00017729321632266226,0.0011872625658148894
2352,0.08803569191584774,0.039025735349663686,0.00017080530964796368,0.000826874126022433
2354,0.08753166521221485,0.04477315352986264,0.00017312606723403348,0.0009214128755923557
2377,0.06475820976504956,0.03661495864864847,0.00017124100661803005,0.0008701793427624571
2378,0.07090864233221184,0.027348043798472037,0.00022048696930726782,0.0008438257495953592
2379,0.07486362711782381,0.08474242214232865,0.00017840973139361785,0.0012770842451487376
2380,0.10858153719050802,0.07489263289175507,0.00019715325402330235,0.0012038782594620686
2337,2.3862694832008788e-14,0.08790770262487244,0.00019578543905544713,0.005707148306680697
2339,2.3862694832008788e-14,0.08790770262487244,0.00019578543905544713,0.005707148306680697
