,Time,Y (Mpa),(-1/Y),Mass (g),% fully hydrated mass,1-% fully hydrated,RWC,Spectrum #,Spectrum File,LWA (g/cm2),Water mass (g),Solute potential (MPa),Turgor pressure (MPa),ndvi,ndwi,ISOFIT_EWT_1,ISOFIT_EWT_2
0,2024-03-07 09:05:34.260,-0.2,5.0,0.2917,100.0,0.0,0.981873322027185,11.0,20240307_00011,0.0110389032315499,0.12400000000000003,-2.4962433093022867,2.2962433093022865,0.8455814875236473,0.033829708017571486,0.0583195295995046,0.09089154042849826
1,2024-03-07 09:07:03.890,-0.52,1.923076923076923,0.2905,99.58861844360644,0.41138155639356455,0.9723713221365992,12.0,20240307_00012,0.010932075135760704,0.12279999999999999,-2.5319956821910283,2.0119956821910283,0.8469573675516249,0.03284479955707945,0.058813687881762035,0.09066425321950088
2,2024-03-07 09:08:19.300,-0.72,1.3888888888888888,0.2897,99.3143640726774,0.6856359273225934,0.9660366555428757,13.0,20240307_00013,0.010860856405234579,0.12200000000000003,-2.5564050405587575,1.8364050405587575,0.846705878629597,0.03262375676965229,0.057728299747895,0.08999743096706711
3,2024-03-07 09:09:52.900,-1.05,0.9523809523809523,0.2884,98.86870071991771,1.1312992800822883,0.9557428223280743,14.0,20240307_00014,0.010745125968129618,0.1207,-2.597089988651159,1.547089988651159,0.8471265062733674,0.031090252175490024,0.05801020875502222,0.08938746050276601
4,2024-03-07 09:12:15.220,-1.43,0.6993006993006994,0.2874,98.52588275625642,1.4741172437435779,0.9478244890859195,15.0,20240307_00015,0.010656102554971958,0.1197,-2.6292782333960036,1.1992782333960037,0.8475316964779542,0.03175793520126725,0.057717396459327774,0.08940453329768819
5,2024-03-07 09:13:36.670,-1.61,0.6211180124223602,0.2871,98.42303736715803,1.576962632841969,0.9454489891132734,16.0,20240307_00016,0.010629395531024662,0.11940000000000003,-2.6390908740819286,1.0290908740819285,0.8469444806749239,0.03183478982524317,0.05621766725872389,0.08830516459705987
6,2024-03-07 09:15:33.180,-1.9,0.5263157894736842,0.2867,98.28591018169352,1.7140898183064763,0.9422816558164114,17.0,20240307_00017,0.010593786165761596,0.11900000000000002,-2.6522888980981714,0.7522888980981715,0.8511214586220597,0.03091903808503511,0.058229110801294656,0.08937728811514846
7,2024-03-07 09:18:05.580,-1.9,0.5263157894736842,0.286,98.0459376071306,1.9540623928694032,0.9367388225469029,18.0,20240307_00018,0.010531469776551231,0.11829999999999999,-2.6757058838522516,0.7757058838522517,0.8537581519543254,0.03180438604199732,0.05679754738894209,0.08927566106790373
8,2024-03-07 09:22:50.600,-1.94,0.5154639175257733,0.2847,97.60027425437093,2.3997257456290697,0.926444989332102,20.0,20240307_00020,0.010415739339446275,0.11700000000000002,-2.7203098889604362,0.7803098889604363,0.853341569444111,0.03130163108276787,0.05628348826575748,0.08873549928903596
9,2024-03-07 09:41:13.630,-2.37,0.42194092827004215,0.2817,96.57182036338705,3.4281796366129527,0.9026899896056378,28.0,20240307_00028,0.010148669099973294,0.11400000000000002,-2.829144887288246,0.45914488728824576,0.8501438251083168,0.031116414824041146,0.0554312334335497,0.08773742483008429
10,2024-03-07 10:00:05.780,-2.75,0.36363636363636365,0.279,95.64621186150154,4.353788138498459,0.8813104898518203,33.0,20240307_00033,0.009908305884447613,0.11130000000000004,-2.9348203671071005,0.18482036710710048,0.8533176855765707,0.030266073390845877,0.055268747207421746,0.08699324613302765
11,2024-03-07 10:15:25.010,-3.02,0.33112582781456956,0.2765,94.78916695234831,5.21083304765169,0.8615146567464335,35.0,20240307_00035,0.009685747351553461,0.10880000000000004,-3.0399591716023533,0.019959171602353276,0.8535741137509626,0.030450995458368497,0.05305922689675742,0.08632833508943814
12,2024-03-07 10:30:50.450,-3.18,0.31446540880503143,0.2738,93.86355845046279,6.13644154953721,0.8401351569926154,38.0,20240307_00038,0.009445384136027775,0.1061,-3.1623108184812665,-0.017689181518733665,0.8531450505888747,0.02987139068160918,0.05275038277508692,0.08570700781007193
13,2024-03-07 10:56:54.130,-3.39,0.2949852507374631,0.2697,92.45800479945149,7.541995200548513,0.8076699906997812,48.0,20240307_00048,0.009080388142081368,0.10200000000000001,-3.3681628930194187,-0.02183710698058139,0.8541619620676888,0.027888552893400885,0.05226302540444339,0.08367013604839117
14,2024-03-07 11:14:11.690,-3.55,0.28169014084507044,0.2666,91.39526911210147,8.604730887898526,0.7831231576491016,54.0,20240307_00054,0.008804415561292621,0.09890000000000002,-3.542520501575197,-0.007479498424802777,0.8531653002464689,0.026952133943960746,0.0514136903065416,0.0827369095017835
15,2024-03-07 11:29:00.740,-3.6,0.2777777777777778,0.2652,90.91532396297565,9.084676037024352,0.7720374911100849,58.0,20240307_00058,0.008679782782871895,0.0975,-3.627321348675127,0.0273213486751267,0.8524972994700937,0.02646828713729143,0.050420497732021785,0.0820651623913965
