Tree Number,CWC,Intercept,Slope,MAE
2010,0.16076510280953307,0.0020289866927947846,0.0002606419561156154,0.002738612984737631
2382,0.19467532571272875,0.012764711392234035,0.00023339858439031934,0.001754939189446116
2381,0.14336166405490502,7.528023268070407e-09,0.0002523815081710838,0.00266816965430672
2384,0.12990734651926453,3.066176577022392e-07,0.00024232042838018264,0.002388109933532987
2383,0.1684434166855024,3.9066239656944534e-10,0.00021444925795288848,0.0016913607930456659
2011,0.1593293706028094,2.846094230245493e-17,0.0002597637491259086,0.0033674793409468103
2367,0.13350540207170097,3.699662521431899e-09,0.00026487997861527175,0.0025323244099749705
2369,0.1598108440428807,2.0384201086551753e-08,0.0002800225064964782,0.0024399027871597973
2366,0.11809212032996366,2.1835281182442344e-16,0.0002493827168788224,0.002077211115935768
2364,0.12085165965334134,2.786128532744625e-16,0.00024667651131540905,0.002048887137617605
2365,0.12085165965334134,2.786128532744625e-16,0.00024667651131540905,0.002048887137617605
2363,0.1421618490638509,2.846119641233911e-16,0.00024165336248159922,0.0019649255799775805
2362,0.1629022854323297,5.1399193556972425e-08,0.0002747952944529245,0.0023816201281683866
2361,0.1629022854323297,5.1399193556972425e-08,0.0002747952944529245,0.0023816201281683866
2360,0.1629022854323297,5.1399193556972425e-08,0.0002747952944529245,0.0023816201281683866
2359,0.1909312792970796,2.9227206916900335e-08,0.0002649623796554416,0.002343960119487369
2358,0.1903636815550257,1.2796005559825008e-09,0.0002663785539181401,0.0020232507618027588
2357,0.1903636815550257,1.2796005559825008e-09,0.0002663785539181401,0.0020232507618027588
2356,0.17131049006383656,7.504609066794396e-09,0.0002487449234435993,0.002580597322536775
2355,0.17086128690299984,2.4864916864446003e-18,0.00024043889614739698,0.0021042105083039883
2353,0.14839661237089646,1.5174511406651983e-19,0.00021723513379654814,0.003010474465705445
2352,0.15291746412932303,3.0824606124305797e-19,0.00020479252303401942,0.0027884470747923033
2354,0.14919202135364287,1.6878582655167608e-19,0.0002109118589014437,0.002909187952869631
2377,0.13045681041081708,5.939896059083111e-19,0.00020353843291473598,0.0031431888557560453
2378,0.08717777984276849,6.484566606823703e-19,0.0002405700972487707,0.003247433675649796
2379,0.1412565633789762,3.69522464548691e-09,0.00025045338333452133,0.002690615534094388
2380,0.17484703235989693,1.3211270287114257e-15,0.00026419119249070615,0.0031179979863769644
2337,0.1691416222902096,1.058956620190386e-19,0.00027765121159146306,0.0024488171688030937
2339,0.1691416222902096,1.058956620190386e-19,0.00027765121159146306,0.0024488171688030937
2342,0.20694456670029404,2.169779695684496e-09,0.00024607877463293635,0.0014520703079844005
2340,0.1691416222902096,1.058956620190386e-19,0.00027765121159146306,0.0024488171688030937
2338,0.12766889482820273,1.8065508111127877e-16,0.0002861094370371278,0.0027733536442328174
2341,0.1508823252279264,7.763043405871545e-11,0.0002728081976041165,0.002473679874206429
2343,0.15935084357406276,5.944900740304307e-17,0.00024283477511522655,0.0022313917898160148
2344,0.16134375553723843,4.23709646428469e-09,0.00019617540546645198,0.0016318371116336257
2346,0.12058336013779822,2.849067315890356e-16,0.0002726734537354937,0.002868899263553276
