Tree Number,CWC,Intercept,Slope,MAE
2010,0.12161758064659554,0.09203743536676463,0.00018549938864060643,0.003378293253330806
2382,0.18479542387361866,0.08368692182653648,0.0001370283212081662,0.0022504190421198797
2381,0.1049645667901456,0.052336119755204885,0.0001733439078065675,0.0032507709079308143
2384,0.11313114715870319,4.3204502087981216e-07,0.0002120925025808256,0.0026948035138635766
2383,0.15570527423070543,0.13010334349420427,0.00020293529060496618,0.004056014738647086
2011,0.14052482223506638,0.013291869096042155,0.00016945486571125163,0.0020211265518506184
2367,0.156724260318541,0.011544757154951188,0.00015512868511582863,0.002246036210594223
2369,0.1472845736007581,0.046107127732939596,0.00015976599812610827,0.0026292083395312834
2366,0.1405859133758473,0.018397779113408903,0.0001541547029178297,0.002040663322357913
2364,0.15233558788488777,0.051269247877644815,0.000174710064451215,0.002236746382637104
2365,0.15233558788488777,0.051269247877644815,0.000174710064451215,0.002236746382637104
2363,0.15050500717637083,0.06806731989727635,0.00016122178887378275,0.0027242854674959663
2362,0.15880179925048446,0.03652904504957309,0.0001437309444775246,0.0021940100648921773
2361,0.15880179925048446,0.03652904504957309,0.0001437309444775246,0.0021940100648921773
2360,0.15880179925048446,0.03652904504957309,0.0001437309444775246,0.0021940100648921773
2359,0.19113902668949898,6.6770868007411095e-09,0.00017238013728130552,0.0023771706347633322
2358,0.21782559767592524,0.012177764673123469,0.00011219839913820202,0.0012310582825765539
2357,0.21782559767592524,0.012177764673123469,0.00011219839913820202,0.0012310582825765539
2356,0.2050702864793251,8.693328921601152e-08,0.00015753362990846847,0.0023987113198414944
2355,0.19757385387326457,0.015538535184985422,0.00012594609947784002,0.001516017520093633
2353,0.16179315015440102,9.383521896001888e-07,0.00021451208030818925,0.0025763157680307757
2352,0.1923959794271128,0.007597285295350439,0.00023390071976032937,0.0032018307134211465
2354,0.1817121441726912,1.5200311444188095e-08,0.00017966584459854523,0.002503796762008551
2377,0.18124411158691958,5.135358840312483e-08,0.00018901009328323797,0.0029867781802577777
2378,0.19870092611436865,0.04255722593464663,8.044307717129048e-05,0.001748031509839699
2379,0.17674942066496,0.07100650761209616,0.00012929730008739268,0.003017902406699355
2380,0.20868643661078845,1.4797711588592827e-09,0.00028334226374379895,0.0046482091189065265
2337,0.16469898557529464,0.059924802286637685,0.00016674062456922999,0.002407086968928801
2339,0.16469898557529464,0.059924802286637685,0.00016674062456922999,0.002407086968928801
2342,0.22053673346090535,0.08156136750991588,0.00010511234248001807,0.0018643391531387673
2340,0.16469898557529464,0.059924802286637685,0.00016674062456922999,0.002407086968928801
2338,0.1302636213211923,0.018724010830262913,0.00019487184331254962,0.002771967625216583
2341,0.15089121307980086,0.025852117867726804,0.00018199931890423623,0.002545577517753733
2343,0.15729701510458116,0.01115200102668658,0.00016084777676224972,0.002082512051933735
2344,0.18401747190167084,0.02112908937520919,0.00012967808760702205,0.0016712967111599591
