Tree Number,CWC,Intercept,Slope,MAE
2010,0.13025863786636308,0.028327544937658464,0.00023209890097214165,0.00245099362873354
2382,0.13208244105377187,0.015675211343453996,0.0002715699551043935,0.0030739180421201252
2381,0.1356743179661271,0.031711084156718326,0.0002586029731741937,0.002874650359294318
2384,0.12206140305241998,4.022116488259733e-09,0.0002645684570293104,0.0023393012342727607
2383,0.15744037155904764,0.03476961320761223,0.00025448779346835246,0.003168991419257231
2011,0.15850244794034257,5.6974502423208245e-08,0.00030455369352318647,0.0028194190108238384
2367,0.10605914786180376,1.9205032830569467e-07,0.0003143942826240304,0.0029442861194031817
2369,0.129123266949068,0.0019302373194603733,0.0002885580475371491,0.0027870636889675998
2366,0.10751638265833943,4.812620977732648e-16,0.00027530639908334705,0.002478506367311231
2364,0.11785526464261936,2.587240961564579e-16,0.0002667662140700658,0.002151709650637521
2365,0.11785526464261936,2.587240961564579e-16,0.0002667662140700658,0.002151709650637521
2363,0.12608106716227818,8.213567845170971e-10,0.0002906688659531669,0.0027123353232944947
2362,0.12608106716227818,8.213567845170971e-10,0.0002906688659531669,0.0027123353232944947
2361,0.12608106716227818,8.213567845170971e-10,0.0002906688659531669,0.0027123353232944947
2360,0.12608106716227818,8.213567845170971e-10,0.0002906688659531669,0.0027123353232944947
2359,0.16653919570215037,0.00956439748545076,0.00028626870601760885,0.003354744338221791
2358,0.16653919570215037,0.00956439748545076,0.00028626870601760885,0.003354744338221791
2357,0.16653919570215037,0.00956439748545076,0.00028626870601760885,0.003354744338221791
2356,0.14826732683301905,1.446560749738526e-16,0.000258896574202792,0.0024166864518297727
2355,0.14119471697047667,5.055245146857755e-09,0.00027506404251365714,0.0029305187331925444
2353,0.14286537933992927,6.891968552899191e-09,0.00024845291932256276,0.0027374139404244616
2352,0.14528075383975447,2.034227993814486e-19,0.00023303313893881887,0.0027147393497328996
2354,0.14741161754800422,8.362580730388456e-08,0.00023876997147813015,0.0026926837254527547
2377,0.13185298662196948,1.3115966910524517e-19,0.00022977448180571647,0.0028115797959231497
2378,0.085880213478272,6.117758989015228e-16,0.00026671337613309046,0.002320708507525273
2379,0.10239215154773935,0.0053569227226396236,0.0002986018195669384,0.0029135945432041312
2380,0.16021301537587354,3.1602274605676026e-08,0.000281796454966819,0.0031872857221700557
2337,0.13880331586947195,2.932399017141731e-07,0.0002760008934722344,0.0022403841673106265
2339,0.13880331586947195,2.932399017141731e-07,0.0002760008934722344,0.0022403841673106265
2342,0.1470005800875489,9.138003193216206e-18,0.0002792130897920068,0.0024879068816414363
2340,0.13880331586947195,2.932399017141731e-07,0.0002760008934722344,0.0022403841673106265
2338,0.10096997377263846,1.3908958620273415e-16,0.0003004882545268097,0.002987090677562709
2341,0.12012267563044986,4.238616910566472e-12,0.00028238557514168646,0.002426143514311911
2343,0.14944502481194352,2.8633243177763625e-09,0.00025246003220529304,0.0023110069987597745
2344,0.13391177079529334,3.2402660817648646e-09,0.00024216051416442688,0.002493485436370994
2346,0.09274313135029125,2.2270879285410292e-06,0.00030043009362677747,0.0025892749802218203
2347,0.11428870774437505,1.6538960587340026e-07,0.0002929652432958772,0.0025236937651306203
2348,0.11428870774437505,1.6538960587340026e-07,0.0002929652432958772,0.0025236937651306203
2349,0.12390196534497154,1.6293452333477716e-09,0.00027291359754817507,0.0028119125821460594
2350,0.10458448999001509,4.2701471969931043e-16,0.0002592082829926329,0.0024970654172679833
2351,0.10458448999001509,4.2701471969931043e-16,0.0002592082829926329,0.0024970654172679833
2009,0.12190444378970423,0.0017442033155444902,0.00030263272452947027,0.0030274887265431924
2375,0.14208542200535124,2.2487045492641574e-07,0.0003003667979214554,0.0027124810492710435
